Customer_ID,Name,Gender,Age,Region,Income,Account_Balance,Products_Held,Credit_Score,Has_Credit_Card,Is_Active_Member,Tenure_Years,Churned,Churned_1_0
UAE-1084,Taylor Sanchez,Male,44,Umm AL-Quwain,"5,368","7,102",2,761,YES,ACTIVE,5,CHURNED,0
UAE-1085,Dawn White,Female,37,Fujairah,"12,977","196,538",3,385,NO,IN_ACTIVE,4,RETAINED,1
UAE-1086,Ricardo Mcmillan,Male,21,Dubai,"12,147","191,638",1,551,YES,IN_ACTIVE,4,RETAINED,1
UAE-1087,Charles Johnson,Male,57,Abu Dhabi,"4,129","59,826",4,754,NO,ACTIVE,1,RETAINED,1
UAE-1088,Melissa Carpenter,Female,70,Ajman,"23,755","144,824",4,762,NO,IN_ACTIVE,3,CHURNED,0
UAE-1089,Tammy Stokes,Male,59,Fujairah,"13,795","82,079",3,371,NO,IN_ACTIVE,10,RETAINED,1
UAE-1090,Casey Figueroa,Female,61,Dubai,"14,170","101,110",3,845,NO,ACTIVE,3,RETAINED,1
UAE-1091,Anna Adams,Male,62,Fujairah,"4,946","92,464",2,539,NO,ACTIVE,6,RETAINED,1
UAE-1092,Grace Perez,Female,27,Abu Dhabi,"13,677","19,884",2,514,YES,IN_ACTIVE,2,RETAINED,1
UAE-1093,Kimberly Figueroa,Male,67,Dubai,"15,424","33,431",3,775,NO,IN_ACTIVE,4,CHURNED,0
UAE-1094,Steven Diaz,Male,52,Sharjah,"19,328","118,903",2,410,NO,IN_ACTIVE,5,RETAINED,1
UAE-1095,Amy Jones,Male,31,Umm AL-Quwain,"24,137","181,721",2,820,YES,IN_ACTIVE,3,RETAINED,1
UAE-1096,Daniel Allen,Female,55,Abu Dhabi,"16,770","154,906",4,728,NO,ACTIVE,3,CHURNED,0
UAE-1097,Tony Butler,Male,20,Fujairah,"8,437","132,097",2,758,NO,IN_ACTIVE,8,RETAINED,1
UAE-1098,Kenneth Greene,Female,49,Ajman,"10,998","103,611",2,684,NO,IN_ACTIVE,9,RETAINED,1
UAE-1099,Natalie Meyers,Male,35,Ajman,"17,497","154,642",2,733,YES,IN_ACTIVE,2,RETAINED,1
UAE-1100,Evan Lloyd,Female,31,Fujairah,"6,226","66,193",4,661,NO,IN_ACTIVE,7,RETAINED,1
UAE-1101,Lori Grant,Male,42,RAK,"7,268","137,670",3,788,YES,ACTIVE,10,RETAINED,1
UAE-1102,Jeanne Reynolds,Male,62,Umm AL-Quwain,"8,633","129,445",2,812,NO,ACTIVE,10,CHURNED,0
UAE-1103,Denise Watson,Female,55,Umm AL-Quwain,"24,621","33,934",1,682,YES,IN_ACTIVE,7,RETAINED,1
UAE-1104,Katrina Williams,Male,41,Abu Dhabi,"6,193","86,953",1,484,NO,ACTIVE,3,RETAINED,1
UAE-1105,Emily Walker,Male,46,Dubai,"12,087","22,130",1,665,NO,ACTIVE,6,RETAINED,1
UAE-1106,Zachary Cabrera,Male,31,Sharjah,"17,303","112,475",3,528,NO,ACTIVE,7,CHURNED,0
UAE-1107,David Walker,Male,32,Ajman,"11,842","136,699",1,648,NO,ACTIVE,10,RETAINED,1
UAE-1108,James Valdez,Female,27,Ajman,"9,879","71,962",2,544,YES,IN_ACTIVE,9,RETAINED,1
UAE-1109,Donald Schmidt,Male,54,Umm AL-Quwain,"21,519","160,080",3,358,NO,IN_ACTIVE,5,RETAINED,1
UAE-1110,Roger Hicks,Female,61,Fujairah,"5,944","94,579",2,831,YES,IN_ACTIVE,6,RETAINED,1
UAE-1111,Lauren Caldwell,Male,27,Fujairah,"6,219","101,522",2,674,NO,IN_ACTIVE,1,RETAINED,1
UAE-1112,Kyle Ward,Male,57,Abu Dhabi,"9,959","172,018",3,753,NO,ACTIVE,8,RETAINED,1
UAE-1113,Jaime Tate,Male,29,Fujairah,"24,862","110,918",1,771,NO,ACTIVE,10,RETAINED,1
UAE-1114,Juan Ramirez,Female,59,Dubai,"23,853","121,052",2,829,NO,IN_ACTIVE,9,RETAINED,1
UAE-1115,Reginald Allen,Male,43,Sharjah,"19,155","7,391",3,815,NO,ACTIVE,7,RETAINED,1
UAE-1116,Hayley Vasquez,Male,37,Fujairah,"6,908","90,089",4,843,YES,ACTIVE,10,RETAINED,1
UAE-1117,Brandon Miles,Female,23,RAK,"9,968","47,167",3,388,NO,IN_ACTIVE,1,RETAINED,1
UAE-1118,Diana Fitzgerald,Female,19,Ajman,"12,210","192,300",2,388,YES,IN_ACTIVE,6,RETAINED,1
UAE-1119,Samantha Austin,Male,21,Dubai,"18,782","20,990",1,571,YES,ACTIVE,6,RETAINED,1
UAE-1120,Emily Miranda,Male,29,Ajman,"15,871","135,908",3,667,NO,ACTIVE,3,RETAINED,1
UAE-1121,Jessica Austin,Female,33,RAK,"10,382","36,082",3,320,YES,IN_ACTIVE,8,RETAINED,1
UAE-1122,John Blackwell,Female,65,Sharjah,"18,219","82,473",4,348,YES,IN_ACTIVE,4,RETAINED,1
UAE-1123,Omar Crawford,Female,66,Fujairah,"15,210","188,175",4,767,NO,IN_ACTIVE,6,RETAINED,1
UAE-1124,Brandon Gallegos,Female,25,Umm AL-Quwain,"16,392","25,157",2,669,YES,ACTIVE,10,RETAINED,1
UAE-1125,Julie Lopez,Male,18,Sharjah,"13,069","26,243",4,625,NO,IN_ACTIVE,10,RETAINED,1
UAE-1126,Brandon May,Male,55,Abu Dhabi,"23,687","21,621",1,593,YES,IN_ACTIVE,7,RETAINED,1
UAE-1127,Ashley Johnson,Female,45,Ajman,"11,848","178,917",1,489,NO,ACTIVE,2,RETAINED,1
UAE-1128,Katie Raymond,Female,46,Sharjah,"7,467","118,095",4,832,NO,IN_ACTIVE,6,RETAINED,1
UAE-1129,Kayla Wilson,Male,45,Fujairah,"15,119","137,340",2,454,NO,IN_ACTIVE,7,RETAINED,1
UAE-1130,Alexandra Parks,Male,51,Ajman,"18,748","87,334",3,738,NO,ACTIVE,5,RETAINED,1
UAE-1131,Mr. John Adams,Male,68,Fujairah,"24,781","14,645",3,552,NO,IN_ACTIVE,8,RETAINED,1
UAE-1132,Gwendolyn Juarez,Female,48,Fujairah,"17,480","33,412",4,515,NO,IN_ACTIVE,9,RETAINED,1
UAE-1133,Katie Owens,Male,63,Umm AL-Quwain,"24,404","98,404",4,826,NO,ACTIVE,4,CHURNED,0
UAE-1134,Kerri Rivera,Male,33,RAK,"4,301","48,919",3,766,NO,IN_ACTIVE,6,CHURNED,0
UAE-1135,Jon Wilson,Female,35,RAK,"7,546","68,481",1,595,NO,ACTIVE,7,CHURNED,0
UAE-1136,Deborah Whitaker,Male,20,Umm AL-Quwain,"21,979","173,538",2,588,NO,IN_ACTIVE,9,RETAINED,1
UAE-1137,Joseph Clements,Male,33,Abu Dhabi,"23,279","131,785",2,720,NO,ACTIVE,9,RETAINED,1
UAE-1138,Troy Mckinney,Female,33,Umm AL-Quwain,"20,874","89,422",4,746,NO,IN_ACTIVE,7,RETAINED,1
UAE-1139,Cole Miller,Female,48,Fujairah,"10,441","130,450",1,521,NO,IN_ACTIVE,2,RETAINED,1
UAE-1140,Dawn Cross MD,Male,63,Umm AL-Quwain,"17,109","86,389",1,335,YES,ACTIVE,3,RETAINED,1
UAE-1141,Samantha Brown,Female,44,Umm AL-Quwain,"3,593","191,536",3,428,YES,IN_ACTIVE,8,RETAINED,1
UAE-1142,Heather Garcia,Female,67,Ajman,"21,863","82,150",2,498,YES,IN_ACTIVE,6,RETAINED,1
UAE-1143,William Morales,Male,47,Dubai,"16,919","87,802",3,674,NO,IN_ACTIVE,2,CHURNED,0
UAE-1144,David Kelly,Male,57,Ajman,"16,682","98,599",1,820,YES,ACTIVE,9,CHURNED,0
UAE-1145,Angela Jones,Female,52,Abu Dhabi,"21,226","111,102",4,436,YES,ACTIVE,1,RETAINED,1
UAE-1146,Karina Phillips,Female,40,Fujairah,"13,785","120,514",4,605,NO,IN_ACTIVE,2,RETAINED,1
UAE-1147,Steven Roberts,Female,28,Sharjah,"22,307","193,122",4,570,NO,ACTIVE,3,RETAINED,1
UAE-1148,Joseph Brown,Male,22,RAK,"22,527","154,045",3,426,NO,ACTIVE,4,RETAINED,1
UAE-1149,Monica Gibbs,Female,42,Dubai,"23,373","18,521",2,745,YES,IN_ACTIVE,8,RETAINED,1
UAE-1150,Kimberly Padilla,Female,26,Ajman,"12,240","57,696",3,528,YES,ACTIVE,6,RETAINED,1
UAE-1151,Lisa Archer,Female,66,Abu Dhabi,"10,948","7,536",2,587,YES,IN_ACTIVE,3,RETAINED,1
UAE-1152,Michael Nichols,Female,69,Umm AL-Quwain,"3,466","60,149",1,601,YES,ACTIVE,8,RETAINED,1
UAE-1153,Richard Alvarez,Female,22,RAK,"8,991","163,765",3,531,NO,ACTIVE,9,RETAINED,1
UAE-1154,Ryan Moore,Female,64,RAK,"22,916","76,698",3,776,YES,ACTIVE,5,RETAINED,1
UAE-1155,Tracy Miller,Female,34,Umm AL-Quwain,"11,772","60,756",3,644,NO,ACTIVE,9,RETAINED,1
UAE-1156,Adam Salazar,Male,59,Sharjah,"6,735","20,050",3,624,YES,IN_ACTIVE,8,RETAINED,1
UAE-1157,Marcus Montgomery,Male,46,Umm AL-Quwain,"14,359","49,200",3,511,YES,ACTIVE,2,RETAINED,1
UAE-1158,Jeffrey Smith,Male,43,Sharjah,"16,455","188,989",1,468,YES,IN_ACTIVE,9,RETAINED,1
UAE-1159,David Johnson,Male,55,Umm AL-Quwain,"9,274","80,180",4,629,NO,IN_ACTIVE,1,RETAINED,1
UAE-1160,Mr. John Ali,Female,53,RAK,"4,407","139,959",3,642,NO,ACTIVE,8,CHURNED,0
UAE-1161,Lisa Castillo,Female,33,Dubai,"16,400","156,539",4,685,YES,ACTIVE,4,RETAINED,1
UAE-1162,Spencer Jones,Male,49,RAK,"23,472","193,173",1,825,YES,IN_ACTIVE,6,RETAINED,1
UAE-1163,Stephanie Walton,Female,20,RAK,"20,302","65,889",2,382,YES,ACTIVE,5,RETAINED,1
UAE-1164,Brett Sanchez,Female,52,Ajman,"21,080","76,669",2,341,YES,IN_ACTIVE,3,RETAINED,1
UAE-1165,Blake Mitchell,Female,41,Ajman,"20,091","177,843",3,564,NO,ACTIVE,8,CHURNED,0
UAE-1166,Mary Johnson,Female,67,Abu Dhabi,"16,260","132,679",1,607,YES,IN_ACTIVE,10,RETAINED,1
UAE-1167,John Gillespie,Male,28,Abu Dhabi,"4,077","92,459",1,382,NO,ACTIVE,4,RETAINED,1
UAE-1168,Michelle Johnson,Female,68,Sharjah,"8,972","13,006",3,704,NO,IN_ACTIVE,9,RETAINED,1
UAE-1169,Tyler Smith,Male,50,Fujairah,"3,198","15,363",2,739,YES,IN_ACTIVE,3,RETAINED,1
UAE-1170,Lisa Ball,Female,45,Ajman,"17,415","80,124",3,639,NO,ACTIVE,10,RETAINED,1
UAE-1171,Victoria Dominguez,Female,52,Fujairah,"15,032","12,770",3,784,NO,ACTIVE,10,CHURNED,0
UAE-1172,Caitlin Watson,Male,60,Dubai,"4,918","197,073",1,488,NO,ACTIVE,8,RETAINED,1
UAE-1173,Kevin Macdonald,Female,31,Sharjah,"9,847","27,525",1,594,YES,ACTIVE,6,RETAINED,1
UAE-1174,Andrew Aguilar,Female,23,Ajman,"18,981","67,397",1,732,NO,ACTIVE,9,RETAINED,1
UAE-1175,William Vasquez,Male,48,Sharjah,"6,248","89,076",1,657,YES,ACTIVE,6,RETAINED,1
UAE-1176,Alisha Pacheco,Male,18,Ajman,"21,200","147,220",3,540,NO,IN_ACTIVE,2,CHURNED,0
UAE-1177,Richard Cox,Male,46,Umm AL-Quwain,"8,787","107,260",3,672,NO,IN_ACTIVE,8,RETAINED,1
UAE-1178,David Leonard,Male,23,Abu Dhabi,"4,863","191,280",3,401,NO,IN_ACTIVE,9,RETAINED,1
UAE-1179,Kellie Jones,Male,41,Umm AL-Quwain,"9,125","70,387",4,308,YES,ACTIVE,1,RETAINED,1
UAE-1180,John Robbins,Male,20,Abu Dhabi,"10,642","130,557",4,425,NO,ACTIVE,7,RETAINED,1
UAE-1181,Ariel Brooks,Female,25,Dubai,"11,564","171,835",1,416,YES,ACTIVE,1,RETAINED,1
UAE-1182,Bradley Thompson,Male,44,Ajman,"16,220","184,341",3,803,NO,ACTIVE,6,RETAINED,1
UAE-1183,Douglas Price,Male,30,Sharjah,"20,838","179,615",4,441,YES,ACTIVE,4,RETAINED,1
UAE-1184,Deborah Oneill,Male,46,Sharjah,"11,948","98,347",4,574,YES,IN_ACTIVE,4,RETAINED,1
UAE-1185,Melissa Powell,Female,28,RAK,"18,830","66,891",1,388,NO,ACTIVE,9,CHURNED,0
UAE-1186,Abigail Henderson,Male,37,Fujairah,"21,785","189,671",4,513,NO,IN_ACTIVE,2,RETAINED,1
UAE-1187,Sandra Lee,Male,59,Sharjah,"22,928","107,931",4,464,NO,ACTIVE,3,RETAINED,1
UAE-1188,Yvette Horton,Male,61,Ajman,"23,584","119,236",4,811,NO,IN_ACTIVE,10,RETAINED,1
UAE-1189,Joseph Bell,Female,42,Dubai,"12,521","20,330",2,698,YES,ACTIVE,7,RETAINED,1
UAE-1190,Mark Lee,Male,20,Abu Dhabi,"22,109","150,516",2,691,NO,IN_ACTIVE,1,CHURNED,0
UAE-1191,Shelby Spencer,Male,43,RAK,"4,431","108,218",4,379,NO,IN_ACTIVE,10,RETAINED,1
UAE-1192,David Nelson,Male,42,Sharjah,"19,207","3,779",1,712,YES,IN_ACTIVE,3,RETAINED,1
UAE-1193,Deborah Shah,Female,24,Fujairah,"19,082","49,124",4,370,YES,ACTIVE,6,RETAINED,1
UAE-1194,Brandon Whitney,Female,26,Abu Dhabi,"5,488","90,463",4,582,NO,ACTIVE,3,CHURNED,0
UAE-1195,Randall Mason,Female,44,Umm AL-Quwain,"23,100","47,044",4,424,NO,ACTIVE,10,RETAINED,1
UAE-1196,Ruth Alexander,Male,59,Abu Dhabi,"15,791","96,055",2,342,YES,ACTIVE,6,RETAINED,1
UAE-1197,Christopher Johnson,Female,40,Umm AL-Quwain,"18,197","143,038",2,639,NO,IN_ACTIVE,10,RETAINED,1
UAE-1198,Gary Walters,Male,31,Ajman,"7,689","29,149",4,458,YES,IN_ACTIVE,1,RETAINED,1
UAE-1199,Adam Williams,Female,48,Dubai,"18,958","154,070",2,649,YES,IN_ACTIVE,1,RETAINED,1
UAE-1200,Joanna Hall,Female,35,Abu Dhabi,"20,999","29,048",1,395,NO,ACTIVE,5,RETAINED,1
UAE-1201,Angela Lewis,Male,45,Fujairah,"15,878","128,203",2,710,YES,ACTIVE,5,RETAINED,1
UAE-1202,Crystal Warren,Male,45,Fujairah,"3,498","65,451",3,568,YES,IN_ACTIVE,5,RETAINED,1
UAE-1203,Albert Doyle,Male,25,Sharjah,"7,720","24,918",2,842,NO,ACTIVE,9,RETAINED,1
UAE-1204,William Goodwin,Male,50,Ajman,"22,889","67,665",4,305,NO,IN_ACTIVE,6,RETAINED,1
UAE-1205,Erica Greene,Female,48,Fujairah,"24,686","65,048",4,749,NO,IN_ACTIVE,7,RETAINED,1
UAE-1206,Jose Frank,Male,66,Fujairah,"7,400","53,905",2,597,NO,IN_ACTIVE,9,CHURNED,0
UAE-1207,Jessica Richardson,Male,45,Dubai,"24,022","12,165",1,635,NO,ACTIVE,7,CHURNED,0
UAE-1208,Shannon Perry,Male,60,Sharjah,"22,732","141,386",1,606,YES,ACTIVE,5,RETAINED,1
UAE-1209,Mrs. Leah Washington,Female,30,Ajman,"4,742","173,487",4,403,YES,IN_ACTIVE,8,RETAINED,1
UAE-1210,Scott Walker,Male,57,Sharjah,"6,017","80,105",2,409,NO,IN_ACTIVE,7,CHURNED,0
UAE-1211,Gary Jackson,Male,33,Abu Dhabi,"14,320","188,758",3,602,NO,ACTIVE,9,RETAINED,1
UAE-1212,Ricky Galloway,Male,23,RAK,"21,501","112,851",2,816,YES,ACTIVE,2,RETAINED,1
UAE-1213,Evelyn Patterson,Male,21,Dubai,"24,689","100,323",4,525,NO,IN_ACTIVE,10,RETAINED,1
UAE-1214,Anthony White,Female,64,RAK,"23,603","144,144",4,830,NO,ACTIVE,3,RETAINED,1
UAE-1215,Cody Callahan,Female,46,Abu Dhabi,"7,899","43,323",2,351,YES,IN_ACTIVE,6,RETAINED,1
UAE-1216,James Kelly,Male,60,Fujairah,"15,040","127,381",3,643,NO,IN_ACTIVE,2,RETAINED,1
UAE-1217,Ryan Johnson,Male,36,Abu Dhabi,"7,624","72,830",1,812,NO,ACTIVE,9,RETAINED,1
UAE-1218,Robert Frey,Female,29,Abu Dhabi,"9,061","9,220",2,473,NO,IN_ACTIVE,10,RETAINED,1
UAE-1219,Christopher Beltran,Male,32,Umm AL-Quwain,"9,855","171,825",1,771,NO,IN_ACTIVE,9,RETAINED,1
UAE-1220,Lori Alexander,Female,33,Fujairah,"6,597","4,549",3,597,NO,IN_ACTIVE,3,RETAINED,1
UAE-1221,Joseph Huang,Male,18,Umm AL-Quwain,"24,486","7,268",3,656,YES,ACTIVE,3,RETAINED,1
UAE-1222,Stephanie Parker,Female,60,Abu Dhabi,"16,018","120,985",2,482,YES,ACTIVE,7,CHURNED,0
UAE-1223,Larry Jones,Male,23,Ajman,"17,101","194,243",3,434,YES,IN_ACTIVE,6,RETAINED,1
UAE-1224,Brian Adams,Male,62,Fujairah,"4,581","119,722",4,806,YES,ACTIVE,8,RETAINED,1
UAE-1225,Erica Cabrera,Male,33,Fujairah,"22,285","13,031",4,422,YES,ACTIVE,7,RETAINED,1
UAE-1226,Peter Fitzgerald,Female,34,Fujairah,"24,541","81,108",2,328,YES,IN_ACTIVE,10,CHURNED,0
UAE-1227,Edwin Martin,Female,47,Abu Dhabi,"18,793","127,596",4,438,YES,IN_ACTIVE,3,CHURNED,0
UAE-1228,Michael Mclaughlin,Female,53,RAK,"22,996","64,079",1,762,YES,ACTIVE,5,RETAINED,1
UAE-1229,Heather Brown,Female,28,Sharjah,"23,206","115,984",4,615,YES,ACTIVE,8,RETAINED,1
UAE-1230,Jennifer Flores,Male,66,Abu Dhabi,"10,373","16,145",4,497,NO,IN_ACTIVE,4,CHURNED,0
UAE-1231,Jennifer Snow,Male,20,Sharjah,"4,994","90,861",4,635,NO,IN_ACTIVE,8,CHURNED,0
UAE-1232,Robin Warner,Male,69,Dubai,"11,977","19,139",1,401,NO,IN_ACTIVE,3,RETAINED,1
UAE-1233,William Johnson,Female,64,Sharjah,"4,417","64,204",2,403,NO,ACTIVE,3,RETAINED,1
UAE-1234,Kristin Chapman,Female,51,Umm AL-Quwain,"22,174","139,653",4,390,NO,IN_ACTIVE,10,RETAINED,1
UAE-1235,Jessica Collins,Female,38,Sharjah,"9,167","147,504",1,623,NO,ACTIVE,7,RETAINED,1
UAE-1236,Kerry Jones,Female,47,Fujairah,"11,900","160,459",4,700,NO,ACTIVE,10,RETAINED,1
UAE-1237,Amanda Welch,Female,62,Fujairah,"13,383","133,763",3,539,YES,ACTIVE,10,RETAINED,1
UAE-1238,Taylor Russo,Male,47,Sharjah,"20,913","165,374",4,310,YES,ACTIVE,6,RETAINED,1
UAE-1239,Jason Bennett,Female,56,RAK,"4,014","148,187",1,564,NO,IN_ACTIVE,4,RETAINED,1
UAE-1240,Marc Foster,Male,47,Sharjah,"8,570","184,257",1,529,YES,IN_ACTIVE,6,RETAINED,1
UAE-1241,Dave Scott,Male,55,Ajman,"13,797","105,283",4,614,NO,IN_ACTIVE,5,RETAINED,1
UAE-1242,Heather Robinson,Male,62,Umm AL-Quwain,"17,208","75,069",4,510,YES,IN_ACTIVE,1,CHURNED,0
UAE-1243,Michael Raymond,Male,49,RAK,"18,084","191,759",4,605,NO,ACTIVE,1,RETAINED,1
UAE-1244,Bryan Perkins,Male,57,RAK,"21,601","61,076",1,819,YES,IN_ACTIVE,5,RETAINED,1
UAE-1245,Dawn Hoffman,Male,33,RAK,"24,597","7,393",4,553,NO,IN_ACTIVE,3,RETAINED,1
UAE-1246,Lee Downs,Male,63,Ajman,"19,201","51,680",3,599,YES,ACTIVE,3,RETAINED,1
UAE-1247,Francis Berry,Male,59,Ajman,"5,637","179,363",2,462,NO,IN_ACTIVE,7,RETAINED,1
UAE-1248,Joseph Gonzales,Female,52,Umm AL-Quwain,"17,740","53,294",2,631,NO,ACTIVE,5,RETAINED,1
UAE-1249,Megan Andersen,Female,37,Fujairah,"10,470","95,411",1,614,NO,ACTIVE,5,CHURNED,0
UAE-1250,Julie Delacruz,Male,68,Sharjah,"23,915","145,033",4,590,YES,ACTIVE,4,RETAINED,1
UAE-1251,Natalie Cox,Female,61,Sharjah,"22,002","185,549",2,629,YES,ACTIVE,2,RETAINED,1
UAE-1252,Jake Sanders,Male,57,Dubai,"21,367","144,030",1,370,NO,ACTIVE,8,RETAINED,1
UAE-1253,Angelica Cooper,Female,69,RAK,"4,354","107,061",2,791,NO,IN_ACTIVE,7,RETAINED,1
UAE-1254,Mary Jenkins,Female,61,Ajman,"16,963","84,273",4,604,NO,IN_ACTIVE,5,RETAINED,1
UAE-1255,Michaela Stewart,Female,27,Umm AL-Quwain,"18,571","44,461",4,473,NO,ACTIVE,10,RETAINED,1
UAE-1256,Andrew Jensen,Female,43,Ajman,"9,023","15,053",1,747,NO,ACTIVE,6,RETAINED,1
UAE-1257,John Warren,Male,56,Ajman,"8,338","177,993",3,771,YES,IN_ACTIVE,6,RETAINED,1
UAE-1258,Emily Rodriguez,Female,26,Abu Dhabi,"21,723","144,433",4,362,NO,ACTIVE,5,RETAINED,1
UAE-1259,Nicholas Ingram,Male,42,Sharjah,"16,086","119,806",2,760,YES,IN_ACTIVE,8,RETAINED,1
UAE-1260,Johnathan Davis,Male,21,Dubai,"18,870","107,517",1,323,NO,ACTIVE,8,RETAINED,1
UAE-1261,Sara Turner,Female,53,Ajman,"12,439","20,204",2,620,YES,IN_ACTIVE,4,RETAINED,1
UAE-1262,John Morgan,Female,24,Sharjah,"17,777","96,638",4,709,YES,IN_ACTIVE,9,RETAINED,1
UAE-1263,David Stevens,Male,28,RAK,"18,934","196,835",4,606,NO,IN_ACTIVE,9,RETAINED,1
UAE-1264,Terry Snyder,Male,65,Sharjah,"5,598","86,134",3,763,NO,IN_ACTIVE,1,CHURNED,0
UAE-1265,Elizabeth Rice,Female,65,RAK,"23,123","102,685",4,480,YES,IN_ACTIVE,1,RETAINED,1
UAE-1266,David Hood,Female,47,Sharjah,"21,835","198,803",3,526,NO,ACTIVE,7,RETAINED,1
UAE-1267,Stephanie Brown,Female,70,Sharjah,"20,252","75,775",4,590,YES,IN_ACTIVE,1,CHURNED,0
UAE-1268,Kristin Thompson,Female,36,Dubai,"5,343","198,764",1,805,YES,ACTIVE,2,RETAINED,1
UAE-1269,Cindy Parker,Male,39,Dubai,"19,643","192,126",1,614,YES,ACTIVE,3,RETAINED,1
UAE-1270,Joshua Rivera,Male,18,Umm AL-Quwain,"14,787","112,477",3,455,NO,IN_ACTIVE,3,RETAINED,1
UAE-1271,Robert Estes,Male,43,Fujairah,"24,489","159,545",4,805,YES,IN_ACTIVE,5,RETAINED,1
UAE-1272,Robert Melton,Female,60,RAK,"14,195","89,144",2,720,YES,ACTIVE,8,RETAINED,1
UAE-1273,Donald Valenzuela,Male,55,RAK,"7,637","50,174",4,596,NO,IN_ACTIVE,5,RETAINED,1
UAE-1274,Mary Riley,Female,70,RAK,"22,002","28,033",1,529,NO,ACTIVE,4,RETAINED,1
UAE-1275,Elizabeth Lewis,Male,33,RAK,"5,448","22,167",3,303,YES,ACTIVE,3,RETAINED,1
UAE-1276,Kevin Vargas Jr.,Female,34,Sharjah,"3,666","116,910",2,646,NO,ACTIVE,5,RETAINED,1
UAE-1277,Kevin Perez,Male,49,Dubai,"12,018","173,234",1,716,NO,ACTIVE,7,RETAINED,1
UAE-1278,Dalton Burns,Male,60,RAK,"24,545","186,205",2,691,NO,IN_ACTIVE,10,RETAINED,1
UAE-1279,Eric Roy,Male,62,Sharjah,"8,774","3,024",1,719,NO,ACTIVE,7,RETAINED,1
UAE-1280,David Kramer,Male,65,RAK,"14,650","21,172",3,713,NO,ACTIVE,8,RETAINED,1
UAE-1281,Bridget Baker,Male,34,Dubai,"22,093","99,135",3,704,NO,ACTIVE,10,RETAINED,1
UAE-1282,James Morris,Female,41,Dubai,"21,960","82,829",2,774,YES,IN_ACTIVE,6,CHURNED,0
UAE-1283,Christopher Aguirre,Male,67,Ajman,"21,266","109,620",2,745,NO,ACTIVE,1,RETAINED,1
UAE-1284,Ashley Munoz,Male,36,Fujairah,"14,494","58,806",1,414,YES,IN_ACTIVE,7,CHURNED,0
UAE-1285,Steven Wallace,Female,61,Dubai,"13,143","49,970",4,348,NO,ACTIVE,3,RETAINED,1
UAE-1286,Pamela Morgan,Female,46,Umm AL-Quwain,"3,259","102,169",2,410,YES,IN_ACTIVE,10,RETAINED,1
UAE-1287,Bethany Marshall,Female,40,RAK,"17,441","163,469",2,841,NO,ACTIVE,10,RETAINED,1
UAE-1288,Hannah Meza,Female,40,Abu Dhabi,"24,246","159,775",3,684,YES,ACTIVE,5,RETAINED,1
UAE-1289,Lauren Peterson,Female,27,Ajman,"16,356","98,690",4,744,YES,IN_ACTIVE,2,RETAINED,1
UAE-1290,Mrs. Kristin Barnes,Female,39,Sharjah,"12,117","161,313",1,368,NO,ACTIVE,6,CHURNED,0
UAE-1291,Joseph Thomas,Female,23,Abu Dhabi,"15,154","78,061",1,510,NO,IN_ACTIVE,4,CHURNED,0
UAE-1292,Laura Byrd,Male,60,Abu Dhabi,"20,094","21,370",1,732,YES,IN_ACTIVE,10,RETAINED,1
UAE-1293,Kaitlyn Chapman,Female,56,Dubai,"13,892","147,927",1,691,YES,ACTIVE,5,RETAINED,1
UAE-1294,Douglas Carroll,Female,40,Ajman,"13,890","101,850",2,609,YES,IN_ACTIVE,8,RETAINED,1
UAE-1295,Timothy Woods,Female,46,Abu Dhabi,"12,893","150,847",2,752,YES,IN_ACTIVE,6,RETAINED,1
UAE-1296,Sara Bush,Female,47,Sharjah,"12,915","105,654",1,473,YES,ACTIVE,9,CHURNED,0
UAE-1297,Timothy Booker,Male,33,Umm AL-Quwain,"4,617","10,639",3,508,NO,IN_ACTIVE,4,RETAINED,1
UAE-1298,Joseph Watkins,Female,47,Ajman,"8,841","193,174",1,833,YES,IN_ACTIVE,4,RETAINED,1
UAE-1299,David Gutierrez,Male,27,Fujairah,"7,332","3,946",3,788,NO,ACTIVE,8,RETAINED,1
UAE-1300,Amy Bradley,Male,40,Ajman,"5,991","84,087",2,353,NO,ACTIVE,2,RETAINED,1
UAE-1301,Thomas Craig,Male,49,Fujairah,"12,567","199,447",2,302,NO,ACTIVE,3,RETAINED,1
UAE-1302,Dr. Kristen Bishop,Male,56,Sharjah,"18,692","29,079",1,450,YES,ACTIVE,6,RETAINED,1
UAE-1303,Brandon White,Male,68,RAK,"11,600","58,492",3,517,YES,IN_ACTIVE,2,RETAINED,1
UAE-1304,Michael Holmes,Male,60,Ajman,"21,809","30,970",1,832,NO,IN_ACTIVE,8,RETAINED,1
UAE-1305,Crystal Mckinney,Female,40,Fujairah,"10,220","92,286",4,653,YES,ACTIVE,2,RETAINED,1
UAE-1306,Mark Morgan,Female,44,RAK,"3,751","61,007",2,379,NO,ACTIVE,5,RETAINED,1
UAE-1307,Darren Ford,Female,19,Dubai,"10,314","9,531",1,707,NO,IN_ACTIVE,2,RETAINED,1
UAE-1308,Dwayne Fowler,Male,19,Sharjah,"6,016","102,821",4,305,YES,ACTIVE,7,CHURNED,0
UAE-1309,Allen Cook,Female,30,Umm AL-Quwain,"18,665","46,291",4,370,NO,ACTIVE,5,RETAINED,1
UAE-1310,Brian Morgan,Male,29,Abu Dhabi,"16,672","73,325",3,546,NO,IN_ACTIVE,10,RETAINED,1
